signal_index,file_name,free_text_sensory,free_text_emotional,free_text_association
62,2409241105134.json,The sensation is like light circular vibration.,This sensation makes me feel familiar.,This remind me of a washing machine motion when clothes washed.
62,2409241546134.json,This sensation feel like a faint vibration which increases slightly in amplitude and then decrease like sine wave but everything is faint not very noticable.,It makes feel familiar and calm.,"This reminds me of Frogs making the noise. This also feels like using a tool in a game which is building something,"
62,2409241500134.json,it gives out zig zag buzz.,i feel like roller skating,it reminds me of roller skating.
62,2409241827134.json,The sensation is very stimulative.,The sensation made me feel resistive and burning.,The sensation reminds me of a hungry stomach. 
63,2409171434134.json,This sensation felt like a charging up mechanism of an electronic alien gun,"This sensation makes me curious and aroused, wanting to learn more about where it came from",It felt like it was coming from weapons from the Guardians of the Galaxy
63,2409171804134.json,This sensation can be described as repeated starting a motor bike but not actually driving it.,This sensation made me feel energized.,This reminded me of something breaking down like a vehicle.
63,2409181108134.json,The vibration is continous but it changes from weak to strong but doesnt go all the way and repeats itself.,It makes me feel like i'm doing something that's happening constantly without breaks.,It reminds me of when I was holding a yo-yo in my hand and was spinning it around.
63,2409180909134.json,This sensation is like vibrations in a cycle,NA,This sensation reminds me of moving something in circles
63,2409251557134.json,"A sensation which starts low at the beginning, reached the high point at the middle and fases away to nothing in the end and this is looped ",This sensation makes me feel like I'm flying maybe because it reminds me of a helicopter. ,This sensation reminded me of the doppler effect observed when propellor aircraft flies past us 
63,2409240920134.json,this vibration is like the sound of someone's stomach when theyare vey hungry,"this sensation makes me feel very hungry, n funny how it is so similar.",it reminds me of a situation when my stomach grumbled so loudly during a yoga class.
63,2409241105134.json,The sensation is like light to intense circular vibration but repitive.,This sensation makes me feel excited.,This remind me of a grinder.
63,2409241546134.json,"This sensation is vibrations of some amplitude not too high, which increases in the start and then gradually deacreases.",This makes me feel spradic and intense.,This reminds of flying a propeller plane and strarting it's engine which makes this vibration when it is starting. It also feels like low caliber weapon firing burst shots.
63,2409241500134.json,"it gives out dragged out zig zag buzzez, which is shorter on one end.",it makes me feel tired.,it feels like mopping on a rough surface.
63,2409241827134.json,The sensation is in a pattern and firm. ,The sensation made me feel thrilled and urgent.,The sensation reminds me of a heartbeat.
66,2409171434134.json,This sensation felt like a long energetic impact vibration,It made me feel thrilled and active ,"It reminded me of how it feels when a ball is hit with a ball, but everything is electronic and slowed down"
66,2409171804134.json,This sensation felt like a repeated vibrations on a table like surface using a toy car.,This sensation made me feel neutral.,This reminded me of something electric.
66,2409181108134.json,The vibration starts off slow goes to strong but slowly and then slowly fades away to zero.,The sensation makes me feel calm both the start and the end.,NA
66,2409180909134.json,This sensation is a low continuous vibration ,This sensation makes me feel calm,This sensation reminds me of drawing a line 
66,2409251557134.json,It a long vibration which goes on for 3 plus seconds and feels stretched ,This sensation makes me feel like I'm opening something. feels long and boring like opening a bag of luggage after coming home and opening after a long trip. It also feels boring ,This feels like opening a suitcase of a zipper bag. It also feel like im pulling a long rope
